loss,accuracy,val_loss,val_accuracy,lr
7.258155345916748,0.6177455186843872,2.6810896396636963,0.8184357285499573,0.001
2.846094846725464,0.8125,3.515993356704712,0.8072625994682312,0.001
2.833620548248291,0.8208705186843872,3.534580707550049,0.8184357285499573,0.001
2.024177312850952,0.8666294813156128,3.2551848888397217,0.8156424760818481,0.0005
1.6000146865844727,0.8883928656578064,2.7761425971984863,0.8296089172363281,0.0005
1.5479681491851807,0.8967633843421936,2.309314489364624,0.8519552946090698,0.0005
1.1005001068115234,0.90234375,2.4047765731811523,0.8463687300682068,0.0005
1.058715581893921,0.9129464030265808,2.640573263168335,0.8519552946090698,0.0005
0.7882402539253235,0.9308035969734192,2.091925859451294,0.8603351712226868,0.00025
0.7510223984718323,0.9358258843421936,2.0283281803131104,0.8659217953681946,0.00025
0.6462135314941406,0.9375,2.1331701278686523,0.8547486066818237,0.00025
0.5095475316047668,0.9503348469734192,2.141411066055298,0.8743016719818115,0.00025
0.6796517372131348,0.9358258843421936,2.266334295272827,0.8603351712226868,0.00025
0.4035854935646057,0.9559151530265808,1.9162485599517822,0.8854748606681824,0.00025
0.46648380160331726,0.9497767686843872,1.8613500595092773,0.8631284832954407,0.00025
0.5768921971321106,0.9397321343421936,1.9864665269851685,0.8659217953681946,0.00025
0.4476378262042999,0.9553571343421936,1.9986131191253662,0.8743016719818115,0.000125
0.3869086802005768,0.9559151530265808,1.7496777772903442,0.8743016719818115,0.000125
0.3438010513782501,0.9676339030265808,1.820999026298523,0.8882681727409363,6.25e-05
0.28771787881851196,0.9654017686843872,1.736709713935852,0.8882681727409363,6.25e-05
0.2735108733177185,0.9670758843421936,1.909913182258606,0.8854748606681824,6.25e-05
0.2469518631696701,0.9654017686843872,1.7702747583389282,0.8854748606681824,3.125e-05
0.24904902279376984,0.9665178656578064,1.7123476266860962,0.8910614252090454,3.125e-05
0.2575185000896454,0.9659598469734192,1.654573917388916,0.8994413614273071,3.125e-05
0.2458268105983734,0.9704241156578064,1.6704375743865967,0.8826815485954285,3.125e-05
0.25585460662841797,0.9637276530265808,1.5941768884658813,0.8938547372817993,3.125e-05
0.2505512833595276,0.9704241156578064,1.5933932065963745,0.8966480493545532,1.5625e-05
0.22241578996181488,0.96484375,1.6676068305969238,0.8910614252090454,1.5625e-05
0.23686866462230682,0.9665178656578064,1.6584099531173706,0.8910614252090454,7.8125e-06
0.1856008619070053,0.97265625,1.6416702270507812,0.8938547372817993,7.8125e-06
0.2068546712398529,0.9693080186843872,1.6250393390655518,0.8910614252090454,3.90625e-06
0.24303582310676575,0.9681919813156128,1.6278855800628662,0.8910614252090454,3.90625e-06
