precision,recall,f1-score,support
0.675,0.6923076923076923,0.6835443037974683,39.0
0.30578512396694213,0.8604651162790697,0.45121951219512196,43.0
0.4827586206896552,0.358974358974359,0.4117647058823529,39.0
0.8205128205128205,0.49230769230769234,0.6153846153846154,65.0
0.6363636363636364,0.12962962962962962,0.21538461538461537,54.0
0.4875,0.4875,0.4875,0.4875
0.5840840403066108,0.5067368978996887,0.4754595505288348,240.0
0.6083263176435199,0.4875,0.47395941513613543,240.0
