precision,recall,f1-score,support
0.9428571428571428,0.9428571428571428,0.9428571428571428,35.0
0.925,0.8222222222222222,0.8705882352941177,45.0
0.8947368421052632,0.9444444444444444,0.918918918918919,54.0
0.8448275862068966,0.9423076923076923,0.890909090909091,52.0
0.9,0.8333333333333334,0.8653846153846153,54.0
0.8958333333333334,0.8958333333333334,0.8958333333333334,0.8958333333333334
0.9014843142338606,0.8970329670329671,0.8977316006727772,240.0
0.8977992664851784,0.8958333333333334,0.8952338923662453,240.0
