precision,recall,f1-score,support
0.5833333333333334,0.7567567567567568,0.6588235294117648,37.0
0.6,0.5660377358490566,0.5825242718446602,53.0
0.6470588235294118,0.55,0.5945945945945946,40.0
0.6984126984126984,0.6875,0.6929133858267716,64.0
0.5434782608695652,0.49019607843137253,0.5154639175257731,51.0
0.25,0.375,0.3,8.0
0.6007905138339921,0.6007905138339921,0.6007905138339921,0.6007905138339921
0.5537138526908348,0.5709150951728644,0.5573866165339274,253.0
0.607436720463519,0.6007905138339921,0.6010638627134937,253.0
