loss,accuracy,val_loss,val_accuracy,lr
195.43968200683594,0.33195021748542786,134.74569702148438,0.3773086965084076,0.001
54.65632247924805,0.5155601501464844,67.54866027832031,0.40897098183631897,0.001
33.325416564941406,0.5995850563049316,66.46226501464844,0.49076518416404724,0.001
24.2722110748291,0.6711618304252625,65.99407196044922,0.4274406433105469,0.001
27.46856689453125,0.670643150806427,69.01853942871094,0.45910289883613586,0.001
11.409274101257324,0.795643150806427,43.72810363769531,0.5303429961204529,0.0005
7.671909332275391,0.8288381695747375,44.604984283447266,0.5303429961204529,0.0005
6.654232025146484,0.841286301612854,67.8316650390625,0.4116095006465912,0.0005
4.705379009246826,0.8822613954544067,36.55624771118164,0.5620052814483643,0.00025
1.8073772192001343,0.9320539236068726,37.49057388305664,0.5699208378791809,0.00025
1.518418550491333,0.9393153786659241,39.09751892089844,0.546174168586731,0.00025
1.1664843559265137,0.9476141333580017,35.67935562133789,0.5672823190689087,0.00025
0.4223443269729614,0.9766597747802734,35.772621154785156,0.5620052814483643,0.000125
0.28804996609687805,0.9797717928886414,34.363643646240234,0.5646438002586365,0.000125
0.17464636266231537,0.9854771494865417,35.06512451171875,0.5699208378791809,6.25e-05
0.10840339958667755,0.9885892271995544,34.492095947265625,0.5699208378791809,6.25e-05
0.057721711695194244,0.9922199249267578,34.645450592041016,0.5699208378791809,3.125e-05
0.08081381022930145,0.9906638860702515,34.50950622558594,0.5646438002586365,3.125e-05
0.0477638766169548,0.9932572841644287,34.555267333984375,0.559366762638092,1.5625e-05
