precision,recall,f1-score,support
0.9714285714285714,0.9444444444444444,0.9577464788732395,36.0
1.0,0.7818181818181819,0.8775510204081634,55.0
0.7959183673469388,0.9285714285714286,0.8571428571428572,42.0
0.8787878787878788,1.0,0.9354838709677419,58.0
0.8113207547169812,0.8775510204081632,0.8431372549019608,49.0
1.0,0.5384615384615384,0.7000000000000001,13.0
0.8853754940711462,0.8853754940711462,0.8853754940711462,0.8853754940711462
0.909575928713395,0.8451411022839594,0.8618435803823271,253.0
0.8977249563273876,0.8853754940711462,0.8830670726016233,253.0
