loss,accuracy,val_loss,val_accuracy,lr
8.322808265686035,0.5925925970077515,3.8031136989593506,0.7783641219139099,0.001
3.9700095653533936,0.7606011629104614,4.419562339782715,0.7810026407241821,0.001
3.3080832958221436,0.8083735704421997,3.3425910472869873,0.8232190012931824,0.001
2.5593655109405518,0.8271604776382446,3.265608787536621,0.8284960389137268,0.001
2.781557321548462,0.8491680026054382,4.854072093963623,0.8073878884315491,0.001
3.1966726779937744,0.833601713180542,5.013040065765381,0.8126649260520935,0.001
2.116495370864868,0.8862050175666809,4.276669502258301,0.8443271517753601,0.0005
1.674234390258789,0.9017713069915771,3.46943736076355,0.8364115953445435,0.0005
1.6362272500991821,0.9006978273391724,3.0862929821014404,0.8469656705856323,0.0005
1.1312886476516724,0.9232420921325684,2.8930716514587402,0.8786279559135437,0.0005
0.9625217318534851,0.9302200675010681,3.124527931213379,0.8390501141548157,0.0005
1.0047610998153687,0.9221685528755188,3.0641841888427734,0.8733509182929993,0.0005
0.761198103427887,0.9398819208145142,2.953115224838257,0.8759894371032715,0.00025
0.608971118927002,0.9447128176689148,2.836296558380127,0.857519805431366,0.00025
0.6138082146644592,0.9592161178588867,2.6809489727020264,0.8733509182929993,0.000125
0.5306645631790161,0.961334764957428,2.723203182220459,0.8759894371032715,0.000125
0.5184382200241089,0.9516907930374146,2.774153232574463,0.8733509182929993,6.25e-05
0.4902914762496948,0.9538378715515137,2.704073190689087,0.8733509182929993,6.25e-05
0.4201911687850952,0.9613526463508606,2.7104833126068115,0.870712399482727,3.125e-05
0.3123668432235718,0.9651100635528564,2.5977232456207275,0.8733509182929993,3.125e-05
0.45458266139030457,0.9634997248649597,2.6697747707366943,0.8733509182929993,1.5625e-05
0.4113955497741699,0.9629629850387573,2.6988461017608643,0.8733509182929993,1.5625e-05
0.43123072385787964,0.9575952887535095,2.6705241203308105,0.8733509182929993,7.8125e-06
0.5317720770835876,0.9506173133850098,2.655413866043091,0.870712399482727,7.8125e-06
0.44274666905403137,0.9586688280105591,2.6475765705108643,0.870712399482727,3.90625e-06
